Dialogue_History,Strategy_History,Speaker_Turn,Gold_Standard,Next_Strategy
"Maybe it's an idea. I mean— </s> I think anything you do, it has to be something you've decided. You know, just start where you want to start. You've mentioned some really good ideas about possibly getting a little bit more exercise into your life, doing something like squash or something of that nature. You've mentioned some really good ideas about reducing the amount of sugar you-you-you're-you're intaking during the day, and coffee is a good place to start. Having an apple for breakfast, I think you mentioned that, a bit of fruit. </s> Yeah, like my wife used to. Yeah. </s> Those are some really good ideas and good starting points. So thinking about it like that, what-- Where are you now? What's your-- What-what-- Where-where is your thinking now? </s> Well, you see, I mean, I'm thinking, ""Actually it might not be a bad idea this,"" because [chuckles] it would mean I could socialize harder, couldn't I? No, no I'm just joking. Uh, but, um, yeah, I mean, why not? Why not? Why not? It might be fun, it's a new path.","[-1, 1, -1, 3, -1]",seeker supporter seeker supporter seeker,What's to lose? What's to gain?,3
"Yeah, like my wife used to. Yeah. </s> Those are some really good ideas and good starting points. So thinking about it like that, what-- Where are you now? What's your-- What-what-- Where-where is your thinking now? </s> Well, you see, I mean, I'm thinking, ""Actually it might not be a bad idea this,"" because [chuckles] it would mean I could socialize harder, couldn't I? No, no I'm just joking. Uh, but, um, yeah, I mean, why not? Why not? Why not? It might be fun, it's a new path. </s> What's to lose? What's to gain? </s> Well, it would appear that there is something to gain, and-- I mean, I-- What do I lose? I don't know until I do it. But I'm thinking that if I do it and I do what I'm enjoying doing, I won't miss what I'm not doing. Does that make sense?","[-1, 3, -1, 3, -1]",seeker supporter seeker supporter seeker,"It does make sense, yeah.",5
"Well, you see, I mean, I'm thinking, ""Actually it might not be a bad idea this,"" because [chuckles] it would mean I could socialize harder, couldn't I? No, no I'm just joking. Uh, but, um, yeah, I mean, why not? Why not? Why not? It might be fun, it's a new path. </s> What's to lose? What's to gain? </s> Well, it would appear that there is something to gain, and-- I mean, I-- What do I lose? I don't know until I do it. But I'm thinking that if I do it and I do what I'm enjoying doing, I won't miss what I'm not doing. Does that make sense? </s> It does make sense, yeah. </s> Um, yeah I don't mind. I-- It's not a—","[-1, 3, -1, 5, -1]",seeker supporter seeker supporter seeker,"So when you look at it, there's probably more to gain from making these changes than there is to lose.",0
"Well, it would appear that there is something to gain, and-- I mean, I-- What do I lose? I don't know until I do it. But I'm thinking that if I do it and I do what I'm enjoying doing, I won't miss what I'm not doing. Does that make sense? </s> It does make sense, yeah. </s> Um, yeah I don't mind. I-- It's not a— </s> So when you look at it, there's probably more to gain from making these changes than there is to lose. </s> I'll talk to Billy about, um-- Billy is, um, he's the gym bloke.","[-1, 5, -1, 0, -1]",seeker supporter seeker supporter seeker,Right.,5
"Um, yeah I don't mind. I-- It's not a— </s> So when you look at it, there's probably more to gain from making these changes than there is to lose. </s> I'll talk to Billy about, um-- Billy is, um, he's the gym bloke. </s> Right. </s> I'll have a word with him because I'm due down the club tonight.","[-1, 0, -1, 5, -1]",seeker supporter seeker supporter seeker,Yeah.,5
"I'll talk to Billy about, um-- Billy is, um, he's the gym bloke. </s> Right. </s> I'll have a word with him because I'm due down the club tonight. </s> Yeah. </s> Really.","[-1, 5, -1, 5, -1]",seeker supporter seeker supporter seeker,"So you've got to work these things on your mind. You know, the-- And workout where's the place to start.",6
"I'll have a word with him because I'm due down the club tonight. </s> Yeah. </s> Really. </s> So you've got to work these things on your mind. You know, the-- And workout where's the place to start. </s> Yeah, I think that you say where-where you're at now, where you're going, where—","[-1, 5, -1, 6, -1]",seeker supporter seeker supporter seeker,Yeah.,5
"Really. </s> So you've got to work these things on your mind. You know, the-- And workout where's the place to start. </s> Yeah, I think that you say where-where you're at now, where you're going, where— </s> Yeah. </s> -and-and-and this is what I've got to do. I think I'm in a rut. I think that's where I've—","[-1, 6, -1, 5, -1]",seeker supporter seeker supporter seeker,You've been stuck?,0
"Yeah, I think that you say where-where you're at now, where you're going, where— </s> Yeah. </s> -and-and-and this is what I've got to do. I think I'm in a rut. I think that's where I've— </s> You've been stuck? </s> I'm-I'm just-- I'm-I'm satisfiedly sort of contented, uh, sitting in this- in this rut and, um, that my doctor has actually di-diagnosed me with diabetes 2-","[-1, 5, -1, 0, -1]",seeker supporter seeker supporter seeker,Yeah?,5
"-and-and-and this is what I've got to do. I think I'm in a rut. I think that's where I've— </s> You've been stuck? </s> I'm-I'm just-- I'm-I'm satisfiedly sort of contented, uh, sitting in this- in this rut and, um, that my doctor has actually di-diagnosed me with diabetes 2- </s> Yeah? </s> -which he says can be managed, and you seem to be insinuating that it can be managed.","[-1, 0, -1, 5, -1]",seeker supporter seeker supporter seeker,"Indeed, yeah.",5
"I'm-I'm just-- I'm-I'm satisfiedly sort of contented, uh, sitting in this- in this rut and, um, that my doctor has actually di-diagnosed me with diabetes 2- </s> Yeah? </s> -which he says can be managed, and you seem to be insinuating that it can be managed. </s> Indeed, yeah. </s> Uh, maybe this is a blessing, actually-","[-1, 5, -1, 5, -1]",seeker supporter seeker supporter seeker,So rather than--,5
"-which he says can be managed, and you seem to be insinuating that it can be managed. </s> Indeed, yeah. </s> Uh, maybe this is a blessing, actually- </s> So rather than-- </s> -because I think to myself, ""Well, if someday, I am diagnosed with diabetes, I'd just carry on and-""","[-1, 5, -1, 5, -1]",seeker supporter seeker supporter seeker,Carrying on.,0
"Uh, maybe this is a blessing, actually- </s> So rather than-- </s> -because I think to myself, ""Well, if someday, I am diagnosed with diabetes, I'd just carry on and-"" </s> Carrying on. </s> ""-sitting in the corner of the bar, and chat, and talk and probably get fat."" I don't know, and make it worse. And, yeah, maybe, maybe, maybe, maybe.","[-1, 5, -1, 0, -1]",seeker supporter seeker supporter seeker,"So it's been a bit of a-a bit of a shock, but now you kinda reflect on it.",0
"-because I think to myself, ""Well, if someday, I am diagnosed with diabetes, I'd just carry on and-"" </s> Carrying on. </s> ""-sitting in the corner of the bar, and chat, and talk and probably get fat."" I don't know, and make it worse. And, yeah, maybe, maybe, maybe, maybe. </s> So it's been a bit of a-a bit of a shock, but now you kinda reflect on it. </s> Yeah, that's cool.","[-1, 0, -1, 0, -1]",seeker supporter seeker supporter seeker,Maybe this is the-,5
"""-sitting in the corner of the bar, and chat, and talk and probably get fat."" I don't know, and make it worse. And, yeah, maybe, maybe, maybe, maybe. </s> So it's been a bit of a-a bit of a shock, but now you kinda reflect on it. </s> Yeah, that's cool. </s> Maybe this is the- </s> That's really cool.","[-1, 0, -1, 5, -1]",seeker supporter seeker supporter seeker,"-bit of a shake that I needed, you know, just sort of remind me. I might feel okay. I might-- From my perspective, your perspective, you're thinking, ""Well, what's the problem? Everything's fine.""",0
